,participant_id,Q1_province,Q1a_urban_rural,Q2_canadian_tenure,Q3_generation,Q5_identity_connection,Q11_tagline_text_combined,cleaned_text_tagline,main_topic_tagline,main_topic_label_tagline,main_topic_keywords_tagline,main_sentiment_tagline,main_topics_tagline,main_topic_keywords_tagline_list,count_tagline
24,f04ba788-1d23-4eb9-aa9a-c2732d92172e,Ontario,"Rural (small town, village, or countryside)",All my life,Gen X (born ~1965–1980),Not at all connected,Canada died April 30th 2025,canada died april th,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Canada & National Identity, canadian,1
24,f04ba788-1d23-4eb9-aa9a-c2732d92172e,Ontario,"Rural (small town, village, or countryside)",All my life,Gen X (born ~1965–1980),Not at all connected,Canada died April 30th 2025,canada died april th,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Miscellaneous / Other, wa,1
24,f04ba788-1d23-4eb9-aa9a-c2732d92172e,Ontario,"Rural (small town, village, or countryside)",All my life,Gen X (born ~1965–1980),Not at all connected,Canada died April 30th 2025,canada died april th,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Miscellaneous / Other, value,1
25,57dd2439-c0c2-42a7-aff7-5f34419eb1bc,Alberta,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Very connected,Inclusivity for all,inclusivity,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEUTRAL,Canada & National Identity,nation,1
25,57dd2439-c0c2-42a7-aff7-5f34419eb1bc,Alberta,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Very connected,Inclusivity for all,inclusivity,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEUTRAL,Canada & National Identity, country,1
25,57dd2439-c0c2-42a7-aff7-5f34419eb1bc,Alberta,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Very connected,Inclusivity for all,inclusivity,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEUTRAL,Miscellaneous / Other, culture,1
25,57dd2439-c0c2-42a7-aff7-5f34419eb1bc,Alberta,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Very connected,Inclusivity for all,inclusivity,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEUTRAL,Miscellaneous / Other, resource,1
26,7ab3a396-b8db-430a-992d-1469d73e4e30,British Columbia,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Somewhat connected,We are broke,broke,23,Sea & Breaking & Joined & Mold,"sea, breaking, joined, mold",NEUTRAL,Miscellaneous / Other,sea,1
26,7ab3a396-b8db-430a-992d-1469d73e4e30,British Columbia,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Somewhat connected,We are broke,broke,23,Sea & Breaking & Joined & Mold,"sea, breaking, joined, mold",NEUTRAL,Miscellaneous / Other, breaking,1
26,7ab3a396-b8db-430a-992d-1469d73e4e30,British Columbia,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Somewhat connected,We are broke,broke,23,Sea & Breaking & Joined & Mold,"sea, breaking, joined, mold",NEUTRAL,Miscellaneous / Other, joined,1
26,7ab3a396-b8db-430a-992d-1469d73e4e30,British Columbia,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Somewhat connected,We are broke,broke,23,Sea & Breaking & Joined & Mold,"sea, breaking, joined, mold",NEUTRAL,Miscellaneous / Other, mold,1
27,1f6bd88a-09e8-4a85-aef4-341f756c6cbe,Quebec,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),Somewhat connected,A massive landscape uniting a multicultural people who share a sense of community,massive landscape uniting multicultural people share sense community,34,Diversity & Multicultural & United & Massive,"diversity, multicultural, united, massive",NEUTRAL,Diversity & Multiculturalism,diversity,1
27,1f6bd88a-09e8-4a85-aef4-341f756c6cbe,Quebec,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),Somewhat connected,A massive landscape uniting a multicultural people who share a sense of community,massive landscape uniting multicultural people share sense community,34,Diversity & Multicultural & United & Massive,"diversity, multicultural, united, massive",NEUTRAL,Diversity & Multiculturalism, multicultural,1
27,1f6bd88a-09e8-4a85-aef4-341f756c6cbe,Quebec,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),Somewhat connected,A massive landscape uniting a multicultural people who share a sense of community,massive landscape uniting multicultural people share sense community,34,Diversity & Multicultural & United & Massive,"diversity, multicultural, united, massive",NEUTRAL,Miscellaneous / Other, united,1
27,1f6bd88a-09e8-4a85-aef4-341f756c6cbe,Quebec,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),Somewhat connected,A massive landscape uniting a multicultural people who share a sense of community,massive landscape uniting multicultural people share sense community,34,Diversity & Multicultural & United & Massive,"diversity, multicultural, united, massive",NEUTRAL,Miscellaneous / Other, massive,1
28,f9e91c9e-120e-4250-9dfd-caabbf8e62bb,Ontario,"Rural (small town, village, or countryside)",All my life,Gen X (born ~1965–1980),Somewhat connected,"Many people immigrate to Canada to start a better life but things have gone downhill in Canada over the last number of years - with the high inflation rates, high cost of living - rent or mortgage rates, high cost of groceries, fuel etc.",many people immigrant canada start better life thing gone downhill last number year high inflation rate cost living rent mortgage grocery fuel etc,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Canada & National Identity,canada,1
28,f9e91c9e-120e-4250-9dfd-caabbf8e62bb,Ontario,"Rural (small town, village, or countryside)",All my life,Gen X (born ~1965–1980),Somewhat connected,"Many people immigrate to Canada to start a better life but things have gone downhill in Canada over the last number of years - with the high inflation rates, high cost of living - rent or mortgage rates, high cost of groceries, fuel etc.",many people immigrant canada start better life thing gone downhill last number year high inflation rate cost living rent mortgage grocery fuel etc,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Canada & National Identity, canadian,1
28,f9e91c9e-120e-4250-9dfd-caabbf8e62bb,Ontario,"Rural (small town, village, or countryside)",All my life,Gen X (born ~1965–1980),Somewhat connected,"Many people immigrate to Canada to start a better life but things have gone downhill in Canada over the last number of years - with the high inflation rates, high cost of living - rent or mortgage rates, high cost of groceries, fuel etc.",many people immigrant canada start better life thing gone downhill last number year high inflation rate cost living rent mortgage grocery fuel etc,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Miscellaneous / Other, wa,1
28,f9e91c9e-120e-4250-9dfd-caabbf8e62bb,Ontario,"Rural (small town, village, or countryside)",All my life,Gen X (born ~1965–1980),Somewhat connected,"Many people immigrate to Canada to start a better life but things have gone downhill in Canada over the last number of years - with the high inflation rates, high cost of living - rent or mortgage rates, high cost of groceries, fuel etc.",many people immigrant canada start better life thing gone downhill last number year high inflation rate cost living rent mortgage grocery fuel etc,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Miscellaneous / Other, value,1
29,90cac1c8-3d42-42c9-a9d4-a84fe7c7efe7,Alberta,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Not at all connected,Canada- Destroyed from within by Liberal corruption and incompetance.,canada destroyed within liberal corruption incompetence,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Canada & National Identity,canada,1
29,90cac1c8-3d42-42c9-a9d4-a84fe7c7efe7,Alberta,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Not at all connected,Canada- Destroyed from within by Liberal corruption and incompetance.,canada destroyed within liberal corruption incompetence,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Canada & National Identity, canadian,1
29,90cac1c8-3d42-42c9-a9d4-a84fe7c7efe7,Alberta,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Not at all connected,Canada- Destroyed from within by Liberal corruption and incompetance.,canada destroyed within liberal corruption incompetence,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Miscellaneous / Other, wa,1
29,90cac1c8-3d42-42c9-a9d4-a84fe7c7efe7,Alberta,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Not at all connected,Canada- Destroyed from within by Liberal corruption and incompetance.,canada destroyed within liberal corruption incompetence,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Miscellaneous / Other, value,1
30,d2761ae8-684a-460a-ace8-e194310bac37,New Brunswick,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,The question is ambiguous,question ambiguous,27,Understand & Question & Dont & Respond,"understand, question, dont, respond",NEUTRAL,Miscellaneous / Other,understand,1
30,d2761ae8-684a-460a-ace8-e194310bac37,New Brunswick,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,The question is ambiguous,question ambiguous,27,Understand & Question & Dont & Respond,"understand, question, dont, respond",NEUTRAL,Miscellaneous / Other, question,1
30,d2761ae8-684a-460a-ace8-e194310bac37,New Brunswick,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,The question is ambiguous,question ambiguous,27,Understand & Question & Dont & Respond,"understand, question, dont, respond",NEUTRAL,Miscellaneous / Other, dont,1
30,d2761ae8-684a-460a-ace8-e194310bac37,New Brunswick,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,The question is ambiguous,question ambiguous,27,Understand & Question & Dont & Respond,"understand, question, dont, respond",NEUTRAL,Miscellaneous / Other, respond,1
31,4b11dffc-75ef-4d1b-9aa9-67f407c0b4dd,British Columbia,Urban (big city or downtown area),All my life,Silent Generation (born before 1946),Very connected,"Hope, optimism, decency triumph over anger, despair and inequality.",hope optimism decency triumph anger despair inequality,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEGATIVE,Canada & National Identity,nation,1
31,4b11dffc-75ef-4d1b-9aa9-67f407c0b4dd,British Columbia,Urban (big city or downtown area),All my life,Silent Generation (born before 1946),Very connected,"Hope, optimism, decency triumph over anger, despair and inequality.",hope optimism decency triumph anger despair inequality,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEGATIVE,Canada & National Identity, country,1
31,4b11dffc-75ef-4d1b-9aa9-67f407c0b4dd,British Columbia,Urban (big city or downtown area),All my life,Silent Generation (born before 1946),Very connected,"Hope, optimism, decency triumph over anger, despair and inequality.",hope optimism decency triumph anger despair inequality,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEGATIVE,Miscellaneous / Other, culture,1
31,4b11dffc-75ef-4d1b-9aa9-67f407c0b4dd,British Columbia,Urban (big city or downtown area),All my life,Silent Generation (born before 1946),Very connected,"Hope, optimism, decency triumph over anger, despair and inequality.",hope optimism decency triumph anger despair inequality,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEGATIVE,Miscellaneous / Other, resource,1
32,c37df773-213d-45b2-ab6f-198cfc7f2fb9,Quebec,Urban (big city or downtown area),20+ years,Millennial (born ~1981–1996),Very connected,Dont have an answer for that one sorry,dont answer one sorry,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEGATIVE,Canada & National Identity,nation,1
32,c37df773-213d-45b2-ab6f-198cfc7f2fb9,Quebec,Urban (big city or downtown area),20+ years,Millennial (born ~1981–1996),Very connected,Dont have an answer for that one sorry,dont answer one sorry,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEGATIVE,Canada & National Identity, country,1
32,c37df773-213d-45b2-ab6f-198cfc7f2fb9,Quebec,Urban (big city or downtown area),20+ years,Millennial (born ~1981–1996),Very connected,Dont have an answer for that one sorry,dont answer one sorry,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEGATIVE,Miscellaneous / Other, culture,1
32,c37df773-213d-45b2-ab6f-198cfc7f2fb9,Quebec,Urban (big city or downtown area),20+ years,Millennial (born ~1981–1996),Very connected,Dont have an answer for that one sorry,dont answer one sorry,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEGATIVE,Miscellaneous / Other, resource,1
33,0e927fd0-f764-4fec-867a-838c9d504a46,British Columbia,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,Country with freedom and rights,country freedom right,31,Freedom & Exists & Shall & Pas,"freedom, exists, shall, pas",POSITIVE,Freedom & Sovereignty,freedom,1
33,0e927fd0-f764-4fec-867a-838c9d504a46,British Columbia,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,Country with freedom and rights,country freedom right,31,Freedom & Exists & Shall & Pas,"freedom, exists, shall, pas",POSITIVE,Miscellaneous / Other, exists,1
33,0e927fd0-f764-4fec-867a-838c9d504a46,British Columbia,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,Country with freedom and rights,country freedom right,31,Freedom & Exists & Shall & Pas,"freedom, exists, shall, pas",POSITIVE,Miscellaneous / Other, shall,1
33,0e927fd0-f764-4fec-867a-838c9d504a46,British Columbia,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,Country with freedom and rights,country freedom right,31,Freedom & Exists & Shall & Pas,"freedom, exists, shall, pas",POSITIVE,Miscellaneous / Other, pas,1
34,312c020f-633c-495b-a3c8-290a801c5d70,Saskatchewan,Urban (big city or downtown area),All my life,Silent Generation (born before 1946),Very connected,We buit Canada by working together.,canada working together,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Canada & National Identity,canada,1
34,312c020f-633c-495b-a3c8-290a801c5d70,Saskatchewan,Urban (big city or downtown area),All my life,Silent Generation (born before 1946),Very connected,We buit Canada by working together.,canada working together,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Canada & National Identity, canadian,1
